Issuer Name,Ticker,Series,Cpn,Maturity,Maturity Type,90D Volatility,Yld to Mty (Mid),Rev Growth,Amount Issued,Amt Out,CDS Recovery Rate,CDS Spread (5yr Mid),Earnings Assets / Interest Bearing Liabililties,S&P Init Rtg Dt,S&P Init Rtg,S&P Outlook,S&P Rating
Wells Fargo & Co,WFC,MTN,2.83025,3/21/2019,AT MATURITY,1.86431241,2.920730367,3.785465511,8260000,8260000,0.4,47.0664,136.2449198,3/6/2012,A+,STABLE,A-
National Australia Bank Ltd,NAB,GMTN,4.28,12/22/2018,AT MATURITY,0.778308332,3.456034763,-1.75497395,26236610,26236610,0.4,#N/A N/A,117.5859526,12/22/2015,AA-,NEG,AA-
Morgan Stanley,MS,MTN,3.83919,10/15/2019,AT MATURITY,0.762183189,3.012634248,15.00171283,20000000,20000000,0.4,52.6796,114.2785657,11/29/2011,A-,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,TCD,4.25,4/24/2019,AT MATURITY,0.237954438,2.405192082,0.852541838,462850000,462850000,0.4,#N/A N/A,113.8396329,4/22/2014,AA-,NEG,AA-
National Australia Bank Ltd,NAB,MTN,2.756,4/17/2019,AT MATURITY,1.368896604,2.479902867,-1.75497395,100000000,100000000,0.4,#N/A N/A,117.5859526,2/15/2017,AA-,NEG,AA-
UniCredit SpA,UCGIM,emtn,3.073,5/15/2019,AT MATURITY,0.766619861,0.466725145,-2.186447839,78551400,78551400,0.4,128.6053,190.482983,4/10/2012,BBB+,STABLE,BBB
QNB Finance Ltd,QNBK,EMTN,4.03738,4/1/2019,AT MATURITY,0.245608687,3.400419099,11.58937307,55000000,55000000,0.25,#N/A N/A,124.6223409,3/29/2016,A+,#N/A N/A,A
JPMorgan Chase & Co,JPM,MTn,3.58,11/16/2018,AT MATURITY,0.301571548,5.456845253,7.975465939,1912000,1912000,0.4,40.0821,134.8625608,11/29/2011,A,STABLE,A-
Westpac Banking Corp,WSTP,MTn,2.875,2/25/2019,AT MATURITY,0.107083715,2.553390984,-0.340163172,1896090000,1896090000,0.4,#N/A N/A,111.7792018,2/20/2014,AA-,NEG,AA-
Morgan Stanley,MS,MTn,5.81938,11/28/2018,AT MATURITY,0.581159472,4.159113909,15.00171283,10000000,10000000,0.4,52.6796,114.2785657,11/14/2011,A,STABLE,BBB+
Goldman Sachs Group Inc/The,GS,MTN,2,1/31/2020,CALLABLE,2.127116919,3.569408439,12.04391175,53000000,53000000,0.4,54.6932,94.06989897,1/31/2017,BBB+,STABLE,BBB+
Bank of America Corp,BAC,NOTZ,4.75,9/15/2019,AT MATURITY,2.490627289,3.257764,7.04874976,34264000,34264000,0.400000006,47.6919,131.712137,8/30/2010,A,STABLE,A-
Mediobanca Banca di Credito Finanziario SpA,BACRED,#N/A Field Not Applicable,1.729,1/16/2019,AT MATURITY,0.572083592,0.30193598,-24.41799185,66728010.21,45511284.57,0.4,154.9286,95.38930845,11/26/2012,BBB+,STABLE,BBB
Morgan Stanley,MS,MTN,4.58919,4/16/2019,AT MATURITY,1.122211099,3.209947625,15.00171283,11000000,11000000,0.4,52.6797,114.2785657,3/30/2012,A-,STABLE,BBB+
Toronto-Dominion Bank/The,TD,#N/A Field Not Applicable,3.005,8/13/2019,AT MATURITY,0.323299348,2.478864461,10.21195546,250000000,250000000,0.4,#N/A N/A,529.8579664,7/8/2016,AA-,STABLE,AA-
National Australia Bank Ltd,NAB,11,0.284,1/16/2020,AT MATURITY,0.152901292,0.132,-1.75497395,917056756,917056756,0.4,#N/A N/A,117.5859526,1/8/2015,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,9.03,4/26/2019,AT MATURITY,4.266955853,5.527695789,0.852541838,150938707.5,150938707.5,0.4,#N/A N/A,113.8396329,4/19/2016,AA-,NEG,AA-
Intesa Sanpaolo SpA/New York NY,ISPIM,yCd,3.00188,4/22/2019,AT MATURITY,2.830942392,4.419138256,25.43491837,500000000,500000000,0.4,144.5251,247.6859916,10/16/2017,BBB-,#N/A N/A,BBB
Wells Fargo Bank NA,WFC,BKNT,2.93,5/24/2019,AT MATURITY,0.701981187,2.622662891,3.785465511,500000000,500000000,0.4,47.0665,136.2449198,6/3/2016,AA-,STABLE,A+
Commonwealth Bank of Australia,CBAAU,EMTN,0.76488,1/10/2019,AT MATURITY,0.180000678,0.911994738,0.852541838,270340000,270340000,0.4,#N/A N/A,113.8396329,1/8/2018,AA-,NEG,AA-
National Australia Bank Ltd,NAB,MTN,4,11/27/2019,AT MATURITY,0.405986458,2.536543314,-1.75497395,233325000,233325000,0.4,#N/A N/A,117.5859526,8/27/2014,AA-,NEG,AA-
Morgan Stanley,MS,NOTZ,3,11/29/2019,AT MATURITY,1.235872388,3.223270163,15.00171283,4077000,4077000,0.4,52.6796,114.2785657,11/19/2012,A-,STABLE,BBB+
State Bank of India/London,SBIIN,144A,3.622,4/17/2019,AT MATURITY,0.723911583,3.515873714,0.482195293,750000000,750000000,0.4,#N/A N/A,112.7080404,4/10/2014,BBB-,#N/A N/A,BBB-
National Australia Bank Ltd,NAB,GMTN,1.38743,3/1/2019,AT MATURITY,0.089253291,0.93077441,-1.75497395,348875000,348875000,0.4,#N/A N/A,117.5859526,3/1/2016,AA-,NEG,AA-
BNP Paribas SA,BNP,EMTN,0.176,8/28/2019,AT MATURITY,0.061386608,-0.267191266,0.677117288,335526000,335526000,0.4,41.4199,165.3775959,8/27/2015,A+,POS,A
National Australia Bank Ltd,NAB,MTN,2.86,11/8/2018,AT MATURITY,0.182525933,2.331442845,-1.75497395,1408500000,1150275000,0.4,#N/A N/A,117.5859526,11/11/2013,AA-,NEG,AA-
Australia & New Zealand Banking Group Ltd,ANZ,EMTN,2.72125,12/3/2019,AT MATURITY,0.850881994,2.871521806,0.113869911,30000000,30000000,0.4,#N/A N/A,111.0764231,12/1/2014,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,144A,3.00313,11/7/2019,AT MATURITY,0.132680863,2.577323441,0.852541838,500000000,500000000,0.4,#N/A N/A,113.8396329,10/27/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,144A,2.86381,9/6/2019,AT MATURITY,0.288341641,2.590041323,0.852541838,250000000,250000000,0.4,#N/A N/A,113.8396329,9/15/2014,AA-,NEG,AA-
National Australia Bank Ltd,NAB,144A,3.11919,1/14/2019,AT MATURITY,0.077805288,2.503818024,-1.75497395,500000000,500000000,0.4,#N/A N/A,117.5859526,1/19/2016,AA-,NEG,AA-
Australia & New Zealand Banking Group Ltd,ANZ,EMTN,3.98,11/6/2019,AT MATURITY,0.696622252,2.45545963,0.113869911,13290193,13290193,0.4,#N/A N/A,111.0764231,4/29/2010,AA,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,4,11/27/2018,AT MATURITY,1.030375957,4.309808439,0.852541838,12506480,12506480,0.4,#N/A N/A,113.8396329,11/26/2015,AA-,NEG,AA-
Intesa Sanpaolo SpA,ISPIM,_,3.875,1/15/2019,AT MATURITY,0.400406778,3.25539356,25.43491837,1250000000,1250000000,0.4,144.5251,247.6859916,10/29/2013,BBB,STABLE,BBB
Deutsche Bank AG/London,DB,notz,3,10/15/2019,AT MATURITY,1.489303112,5.041891017,-4.903529627,886000,886000,0.4,135.4871,121.3998692,10/19/2016,BBB+,STABLE,BBB-
Commonwealth Bank of Australia,CBAAU,EmTn,0.73688,3/21/2019,AT MATURITY,0.202707976,0.906198364,0.852541838,168960000,168960000,0.4,#N/A N/A,113.8396329,3/16/2018,AA-,NEG,AA-
Morgan Stanley,MS,GMTN,2.625,12/20/2018,AT MATURITY,0.600808084,3.798002999,15.00171283,5519000,5519000,0.4,52.6796,114.2785657,12/10/2012,A-,STABLE,BBB+
Standard Chartered PLC,STANLN,144a,3.46125,8/19/2019,AT MATURITY,0.400978267,2.660769218,7.065327653,750000000,750000000,0.4,#N/A N/A,221.4619372,8/18/2016,BBB+,STABLE,BBB+
Australia & New Zealand Banking Group Ltd,ANZ,REGS,3.08,11/16/2018,AT MATURITY,0.118048556,2.526693023,0.113869911,750000000,750000000,0.4,#N/A N/A,111.0764231,11/18/2015,AA-,NEG,AA-
Svenska Handelsbanken AB,SHBASS,4,0.325,9/4/2019,AT MATURITY,0.154733822,0.09,2.644889551,434947944,434947944,0.4,#N/A N/A,148.4241427,8/28/2014,AA-,STABLE,AA-
Banco Santander SA,SANTAN,EMTN,0.322,5/6/2019,AT MATURITY,0.272167355,-0.126385622,2.40844333,342744000,342744000,0.4,58.8103,129.7739331,4/26/2016,A-,STABLE,A
Westpac Banking Corp,WSTP,10,0.383,2/28/2019,AT MATURITY,0.240014032,0.097,-0.340163172,783776000,783776000,0.4,#N/A N/A,111.7792018,2/20/2014,AA-,NEG,AA-
Morgan Stanley,MS,GMTN,2.5,1/17/2019,AT MATURITY,0.8200773,2.920489276,15.00171283,5566000,5566000,0.4,52.6796,114.2785657,1/7/2013,A-,STABLE,BBB+
Morgan Stanley,MS,EMTN,3.125,11/21/2018,AT MATURITY,0.182966813,-0.596908979,15.00171283,281610700,281610700,0.4,52.6797,114.2785657,10/17/2006,A+,STABLE,BBB+
Goldman Sachs Group Inc/The,GS,EMTN,1.5,11/29/2018,AT MATURITY,0.154295579,-0.589841553,12.04391175,269410000,269410000,0.4,54.6934,94.06989897,11/20/2012,A-,STABLE,BBB+
Bank of America Corp,BAC,EMTN,4.25,5/28/2019,AT MATURITY,0.502984285,0.24942454,7.04874976,20805000,20076825,0.400000006,47.6919,131.712137,5/28/1999,AA-,STABLE,A-
National Australia Bank Ltd,NAB,EMTN,1.125,11/7/2018,AT MATURITY,0.137549013,-0.728507821,-1.75497395,361770500,361770500,0.4,#N/A N/A,117.5859526,8/7/2012,AA-,NEG,AA-
Citigroup Inc,C,#N/A Field Not Applicable,3.24906,11/9/2018,AT MATURITY,0.44237408,2.429304874,6.772995412,500000000,500000000,0.4,49.6902,108.7645895,11/7/2013,A-,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,REGS,3.13856,11/2/2018,AT MATURITY,0.161870375,2.549070636,0.852541838,500000000,500000000,0.4,#N/A N/A,113.8396329,10/28/2015,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,2,3/18/2019,AT MATURITY,0.492332131,2.169394656,0.852541838,31849168,31849168,0.4,#N/A N/A,113.8396329,3/17/2016,AA-,NEG,AA-
Svenska Handelsbanken/New York NY,SHBASS,YCD,1.89,1/10/2019,AT MATURITY,0.165683165,2.785103002,2.644889551,239040000,239040000,0.4,#N/A N/A,148.4241427,1/11/2017,AA-,#N/A N/A,AA-
Westpac Banking Corp,WSTP,EMTn,0.64438,9/20/2018,AT MATURITY,0.127412081,0.67263847,-0.340163172,271640000,271640000,0.4,#N/A N/A,111.7792018,1/23/2018,AA-,NEG,AA-
ICICI Bank Ltd/Dubai,ICICI,EMTN,3.1,11/30/2018,AT MATURITY,0.186907426,2.088642982,-1.628353359,28359760,28359760,0.4,#N/A N/A,138.583986,11/26/2015,BBB-,#N/A N/A,BBB-
Westpac Banking Corp,WSTP,EMTN,0.5915,1/9/2019,AT MATURITY,0.173200324,0.772133065,-0.340163172,317884500,317884500,0.4,#N/A N/A,111.7792018,1/3/2018,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,0.6075,3/13/2019,AT MATURITY,0.266419858,0.902610548,0.852541838,335304000,335304000,0.4,#N/A N/A,113.8396329,3/8/2018,AA-,NEG,AA-
Morgan Stanley,MS,MTN,5.83688,10/27/2018,AT MATURITY,4.626404762,3.657051972,15.00171283,25000000,25000000,0.4,52.6796,114.2785657,9/28/2011,A,STABLE,BBB+
National Australia Bank Ltd,NAB,GMTN,3.52,6/28/2019,AT MATURITY,0.932025552,2.845231682,-1.75497395,82931200,82931200,0.4,#N/A N/A,117.5859526,6/18/2014,AA-,NEG,AA-
Australia & New Zealand Banking Group Ltd,ANZ,EMTN,4.8,9/27/2018,AT MATURITY,0.320507765,2.401195697,0.113869911,25379690,25379690,0.4,#N/A N/A,111.0764231,8/23/2013,AA-,NEG,AA-
QNB Finance Ltd,QNBK,EMTN,0.179,1/25/2019,AT MATURITY,0.108702838,0.06212446,11.58937307,437029257,437029257,0.25,#N/A N/A,124.6223409,10/18/2017,A,#N/A N/A,A
Morgan Stanley,MS,GMTn,3.505,11/12/2019,AT MATURITY,0.813762724,2.624878754,15.00171283,500000000,500000000,0.4,52.6797,114.2785657,11/4/2015,A- *-,STABLE,BBB+
Swedbank AB,SWEDA,GMTN,0.6,6/3/2019,AT MATURITY,0.120826952,-0.176755064,5.514713014,134542100,134542100,0.400000006,#N/A N/A,170.0941801,6/8/2016,AA-,STABLE,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,0.58325,1/11/2019,AT MATURITY,0.376109004,0.868075341,0.852541838,270900000,270900000,0.4,#N/A N/A,113.8396329,1/9/2018,AA-,NEG,AA-
Capital One Bank USA NA,COF,#N/A Field Not Applicable,8.8,7/15/2019,AT MATURITY,0.859676182,2.959779924,9.011955376,1500000000,294116000,0.4,23.8213,109.2090676,6/23/2009,BBB,STABLE,BBB
Commonwealth Bank of Australia,CBAAU,144A,3.40063,3/15/2019,AT MATURITY,0.165647388,2.557136589,0.852541838,750000000,750000000,0.4,#N/A N/A,113.8396329,3/9/2016,AA-,NEG,AA-
Bank of America Corp,BAC,NOTZ,5.25,11/15/2018,AT MATURITY,0.480280459,3.001887669,7.04874976,15914000,15914000,0.400000006,47.692,131.712137,11/3/2009,A,STABLE,A-
Commonwealth Bank of Australia,CBAAU,8,0.407,5/2/2019,AT MATURITY,0.433663279,0.102,0.852541838,732851250,732851250,0.4,#N/A N/A,113.8396329,4/24/2014,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,0.57938,9/14/2018,AT MATURITY,0.085437551,0.876926448,-0.340163172,361449000,361449000,0.4,#N/A N/A,111.7792018,9/11/2017,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,0.60656,3/12/2019,AT MATURITY,0.163683563,0.942810973,-0.340163172,347500000,347500000,0.4,#N/A N/A,111.7792018,3/8/2018,AA-,NEG,AA-
Westpac Banking Corp,WSTP,MTN,2.3281,9/14/2018,AT MATURITY,0.037563488,2.194056631,-0.340163172,880550000,880550000,0.4,#N/A N/A,111.7792018,9/11/2017,AA-,NEG,AA-
National Australia Bank Ltd,NAB,#N/A Field Not Applicable,2.14,2/25/2019,AT MATURITY,0.391930401,2.142693586,-1.75497395,13770900,13770900,0.4,#N/A N/A,117.5859526,2/24/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,144A,3.33,5/24/2019,AT MATURITY,#N/A N/A,2.943410339,0.852541838,20000000,20000000,0.4,#N/A N/A,113.8396329,5/18/2012,AA-,NEG,AA-
Toronto-Dominion Bank/The,TD,#N/A Field Not Applicable,2.415,3/13/2019,AT MATURITY,0.093910687,2.523856557,10.21195546,236220000,236220000,0.4,#N/A N/A,529.8579664,6/14/2018,AA-,STABLE,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,2.0475,10/22/2019,AT MATURITY,0.46972841,2.552408659,0.852541838,182139528,182139528,0.4,#N/A N/A,113.8396329,10/31/2014,AA-,NEG,AA-
Svenska Handelsbanken/New York NY,SHBASS,YCD,2.54575,1/3/2019,AT MATURITY,0.162753642,2.416069571,2.644889551,154000000,154000000,0.4,#N/A N/A,148.4241427,6/29/2017,AA-,#N/A N/A,AA-
National Australia Bank Ltd,NAB,Gmtn,0.71925,3/22/2019,AT MATURITY,0.049181756,0.892969741,-1.75497395,352600000,352600000,0.4,#N/A N/A,117.5859526,3/20/2018,AA-,NEG,AA-
Wells Fargo & Co,WFC,MTN,2.84156,4/24/2019,AT MATURITY,0.608148754,3.310311335,3.785465511,5075000,5075000,0.4,47.0664,136.2449198,4/10/2012,A+,STABLE,A-
Morgan Stanley,MS,NOTZ,4,9/7/2018,AT MATURITY,0.348486304,2.860069215,15.00171283,13973000,13973000,0.4,52.6796,114.2785657,8/27/2012,A-,STABLE,BBB+
International Lease Finance Corp,AER,REGS,7.125,9/1/2018,AT MATURITY,0.352782518,3.231829487,-2.225059883,1275000000,1275000000,0.4,87.4342,1.282359336,8/10/2010,BBB-,#N/A N/A,BBB-
National Australia Bank Ltd,NAB,9,0.457,1/17/2019,AT MATURITY,0.270272344,0.059,-1.75497395,958681000,958681000,0.4,#N/A N/A,117.5859526,1/9/2014,AA-,NEG,AA-
Morgan Stanley,MS,NOTZ,4.15,9/13/2019,AT MATURITY,1.789464831,3.896125805,15.00171283,10846000,10846000,0.4,52.6797,114.2785657,9/4/2012,A-,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EmTN,0.70825,3/21/2019,AT MATURITY,0.193446532,0.919550733,0.852541838,283712000,283712000,0.4,#N/A N/A,113.8396329,3/16/2018,AA-,NEG,AA-
Bank of America Corp,BAC,NOT1,5.25,11/15/2018,AT MATURITY,0.816129327,3.131356502,7.04874976,16458000,16458000,0.400000006,47.6919,131.712137,11/10/2009,A,STABLE,A-
Westpac Banking Corp,WSTP,EMTN,3.125,12/21/2018,AT MATURITY,0.212581083,-0.672622239,-0.340163172,215602875,215602875,0.4,#N/A N/A,111.7792018,12/15/2009,AA,NEG,AA-
CaixaBank SA,CABKSM,#N/A Field Not Applicable,4.75,10/31/2018,AT MATURITY,0.185017794,-0.280840509,2.069222693,1159450000,1159450000,0.4,#N/A N/A,265.3888759,1/5/2006,AAA,STABLE,AA-
National Australia Bank Ltd,NAB,EMTN,0.59094,1/10/2019,AT MATURITY,0.195316464,0.90935793,-1.75497395,337925000,337925000,0.4,#N/A N/A,117.5859526,1/8/2018,AA-,NEG,AA-
Svenska Handelsbanken AB,SHBASS,EMTN,1.25,12/20/2019,AT MATURITY,0.492034853,-0.316653139,2.644889551,439996000,439996000,0.4,#N/A N/A,148.4241427,9/11/2013,AA- *-,STABLE,AA-
National Australia Bank Ltd,NAB,GMTN,2.05,3/23/2019,AT MATURITY,0.413881153,2.171110101,-1.75497395,39717832,39717832,0.4,#N/A N/A,117.5859526,3/22/2016,AA-,NEG,AA-
Commercial Bank PQSC/The,CBQKQD,CD,3.25,4/22/2019,AT MATURITY,0.64560163,3.300217817,6.095497243,150000000,150000000,0.25,#N/A N/A,151.6035817,3/26/2018,BBB+,NEG,BBB+
Wells Fargo & Co,WFC,MTN,2.81781,3/5/2019,AT MATURITY,1.711478472,2.885564113,3.785465511,9090000,9090000,0.4,47.0665,136.2449198,2/21/2012,A+,STABLE,A-
Commonwealth Bank of Australia,CBAAU,TCD,4.5,10/31/2018,AT MATURITY,0.319988877,2.550640745,0.852541838,75704000,75704000,0.4,#N/A N/A,113.8396329,12/10/2013,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,2.24,10/22/2019,AT MATURITY,1.582153082,2.589364837,0.852541838,51579520,51579520,0.4,#N/A N/A,113.8396329,4/13/2015,AA-,NEG,AA-
Australia & New Zealand Banking Group Ltd,ANZ,EMTN,2.88125,2/20/2019,AT MATURITY,0.397302151,2.534469964,0.113869911,20000000,20000000,0.4,#N/A N/A,111.0764231,2/18/2014,AA-,NEG,AA-
Deutsche Bank AG,DB,EMTn,1.5,12/20/2018,AT MATURITY,0.58509779,0.664575949,-4.903529627,224456750,224456750,0.4,135.4871,121.3998692,4/29/2013,A+ *-,STABLE,BBB-
National Australia Bank Ltd,NAB,GMTN,0.159,1/17/2019,AT MATURITY,0.106941499,-0.283682546,-1.75497395,405954000,405954000,0.4,#N/A N/A,117.5859526,1/15/2014,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,4.14,2/20/2019,AT MATURITY,0.436932683,3.10305352,-0.340163172,48481200,48481200,0.4,#N/A N/A,111.7792018,2/14/2014,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,4.55,1/22/2020,AT MATURITY,0.634709597,2.511912223,-0.340163172,51478400,51478400,0.4,#N/A N/A,111.7792018,1/18/2010,AA,NEG,AA-
Commonwealth Bank of Australia,CBAAU,#N/A Field Not Applicable,2.63144,10/10/2019,AT MATURITY,0.567117333,2.936843463,0.852541838,10000000,10000000,0.4,#N/A N/A,113.8396329,10/14/2014,AA-,NEG,AA-
Societe Generale SA,SOCGEN,EMTn,5.53,4/22/2019,AT MATURITY,0.329924643,0.486814658,-6.85524278,259972000,259972000,0.4,42.4156,137.085116,12/7/2011,A+ *-,STABLE,A
Morgan Stanley,MS,MTN,2.97,12/24/2019,AT MATURITY,3.360164881,3.109057896,15.00171283,16000000,16000000,0.4,52.6797,114.2785657,3/25/2015,A-,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,9.7,4/18/2019,AT MATURITY,3.558992624,5.687572397,0.852541838,16645600,16645600,0.4,#N/A N/A,113.8396329,4/13/2015,AA-,NEG,AA-
National Australia Bank Ltd,NAB,GMTN,0.60656,3/12/2019,AT MATURITY,0.189753488,0.820473114,-1.75497395,347500000,347500000,0.4,#N/A N/A,117.5859526,3/8/2018,AA-,NEG,AA-
Societe Generale SA,SOCGEN,6,0.552,6/13/2019,AT MATURITY,0.225350305,0.117,-6.85524278,445010800,445010800,0.4,42.4156,137.085116,6/5/2014,A,STABLE,A
Mediobanca Banca di Credito Finanziario SpA,BACRED,#N/A Field Not Applicable,1.176,4/2/2019,AT MATURITY,0.904714227,0.336135884,-24.41799185,51354421.79,51354421.79,0.4,154.9286,95.38930845,2/8/2013,BBB+,STABLE,BBB
Westpac Banking Corp,WSTP,emTn,0.796,4/26/2019,AT MATURITY,0.161650166,0.913491019,-0.340163172,284440000,284440000,0.4,#N/A N/A,111.7792018,3/20/2018,AA-,NEG,AA-
Morgan Stanley,MS,GMTN,3.32313,8/5/2019,AT MATURITY,0.3074525,2.646459685,15.00171283,1000000000,1000000000,0.4,52.6797,114.2785657,7/30/2015,A-,STABLE,BBB+
Woori Bank,WOORIB,144A,2.875,10/2/2018,AT MATURITY,0.418106079,3.126900493,4.87215554,500000000,500000000,0.4,#N/A N/A,118.1337764,9/25/2013,A-,STABLE,A
Swedbank AB,SWEDA,GMTN,1.14329,12/2/2019,AT MATURITY,0.124428734,1.077000833,5.514713014,634300000,634300000,0.400000006,#N/A N/A,170.0941801,11/30/2016,AA-,STABLE,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,2.04,2/24/2019,AT MATURITY,0.433254153,2.143138376,0.852541838,38612400,38612400,0.4,#N/A N/A,113.8396329,2/24/2016,AA-,NEG,AA-
US Bank NA/Cincinnati OH,USB,BKNT,2.29,1/30/2020,CALLABLE,0.804958761,2.593207962,5.504748505,120000000,120000000,0.4,#N/A N/A,127.7404008,1/26/2018,AA-,STABLE,AA-
Goldman Sachs Group Inc/The,GS,EMTN,0.807,9/7/2018,AT MATURITY,0.738170564,4.842852858,12.04391175,63745000,63745000,0.4,54.6934,94.06989897,10/11/2006,A+,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EM1N,0.76488,1/10/2019,AT MATURITY,0.180000678,0.911994738,0.852541838,270340000,270340000,0.4,#N/A N/A,113.8396329,1/8/2018,AA-,NEG,AA-
Deutsche Bank AG/London,DB,NOTZ,2.65,1/15/2019,AT MATURITY,0.621607184,4.522588326,-4.903529627,4702000,4702000,0.4,135.4871,121.3998692,1/10/2017,BBB+ *,STABLE,BBB-
ICICI Bank Ltd/Dubai,ICICI,144A,4.8,5/22/2019,AT MATURITY,1.22046411,3.506104316,-1.628353359,1000000000,1000000000,0.4,#N/A N/A,138.583986,11/18/2013,BBB-,#N/A N/A,BBB-
Deutsche Bank AG,DB,EMTN,2,12/27/2019,AT MATURITY,2.383786917,0.195792194,-4.903529627,67612500,67612500,0.4,135.4871,121.3998692,10/4/2013,A,STABLE,BBB-
National Australia Bank Ltd,NAB,144A,2.60938,5/14/2019,AT MATURITY,0.228469789,2.474326673,-1.75497395,200000000,200000000,0.4,#N/A N/A,117.5859526,5/18/2017,AA-,NEG,AA-
National Australia Bank Ltd,NAB,GMTn,0.69438,3/20/2019,AT MATURITY,0.18613106,0.878943735,-1.75497395,98056000,98056000,0.4,#N/A N/A,117.5859526,3/16/2018,AA-,NEG,AA-
Intesa Sanpaolo SpA,ISPIM,EMTN,1.379,1/20/2020,AT MATURITY,1.125655413,1.103734554,25.43491837,135600000,135600000,0.4,144.5251,247.6859916,1/16/2014,BBB,STABLE,BBB
Svenska Handelsbanken AB,SHBASS,EMTn,0.625,12/11/2018,AT MATURITY,0.103502326,-0.743680522,2.644889551,398541500,398541500,0.4,#N/A N/A,148.4241427,3/11/2014,AA-,STABLE,AA-
Westpac Banking Corp,WSTP,EMtN,0.69863,3/20/2019,AT MATURITY,0.048605897,0.9051461,-0.340163172,282261200,282261200,0.4,#N/A N/A,111.7792018,3/14/2018,AA-,NEG,AA-
AIB Mortgage Bank,AIB,28,0.18,3/15/2019,AT MATURITY,0.081713438,-0.500476719,-5.658783784,646620000,646620000,0.4,#N/A N/A,135.8733939,9/12/2014,A,#N/A N/A,AAA
BNP Paribas SA,BNP,6,0.439,9/17/2019,AT MATURITY,0.155416995,0.135,0.677117288,416395392,416395392,0.4,41.4199,165.3775959,9/4/2014,A+,POS,A
Goldman Sachs Group Inc/The,GS,NOTZ,4.25,5/15/2019,AT MATURITY,1.240101576,2.891941418,12.04391175,14562000,14562000,0.4,54.6934,94.06989897,4/26/2011,A,STABLE,BBB+
Wells Fargo & Co,WFC,MtN,2.93888,1/28/2019,AT MATURITY,0.462278068,2.960512361,3.785465511,5400000,5400000,0.4,47.0665,136.2449198,1/10/2012,A+,STABLE,A-
Westpac Banking Corp,WSTP,EMTN,2.12,9/25/2018,AT MATURITY,0.095217183,2.842385314,-0.340163172,54600000,54600000,0.4,#N/A N/A,111.7792018,9/5/2013,AA-,NEG,AA-
Australia & New Zealand Banking Group Ltd,ANZ,MTN,2.2885,12/6/2018,AT MATURITY,0.090730093,2.365643134,0.113869911,491530000,491530000,0.4,#N/A N/A,111.0764231,12/4/2017,AA-,NEG,AA-
Morgan Stanley,MS,MTN,5.83506,12/23/2018,AT MATURITY,3.091560602,7.06238755,15.00171283,1000000,1000000,0.4,52.6797,114.2785657,12/14/2011,A-,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,2.27,4/17/2019,AT MATURITY,0.396158934,2.874212902,0.852541838,37725100,37725100,0.4,#N/A N/A,113.8396329,4/8/2016,AA-,NEG,AA-
Morgan Stanley,MS,GMTN,2.625,1/31/2019,AT MATURITY,0.483458549,2.948305932,15.00171283,3861000,3861000,0.4,52.6797,114.2785657,1/22/2013,A-,STABLE,BBB+
Toronto-Dominion Bank/The,TD,MTN,2.75594,9/19/2018,AT MATURITY,0.29556495,2.65839122,10.21195546,100000000,100000000,0.4,#N/A N/A,529.8579664,9/14/2016,AA-,STABLE,AA-
Morgan Stanley,MS,MTN,4.84856,8/2/2019,AT MATURITY,2.540611029,2.949876951,15.00171283,20000000,20000000,0.4,52.6797,114.2785657,6/28/2012,A-,STABLE,BBB+
Deutsche Bank AG/London,DB,EMTN,0,3/1/2019,AT MATURITY,0.356250972,1.150911614,-4.903529627,38158750,38158750,0.4,135.4871,121.3998692,3/1/1999,AA+ *-,STABLE,BBB-
Goldman Sachs Group Inc/The,GS,NOTZ,6.5,5/15/2019,AT MATURITY,2.027593374,2.671618329,12.04391175,14936000,14936000,0.4,54.6934,94.06989897,5/12/2009,A,STABLE,BBB+
Morgan Stanley,MS,GMTN,3.33025,3/21/2019,AT MATURITY,0.982210755,2.860350171,15.00171283,1785000,1785000,0.4,52.6797,114.2785657,3/11/2013,A-,STABLE,BBB+
